19,2,1,1
492,2,1,1
976,-1,0,0
757,-1,0,0
39,2,1,0
191,-1,0,0
302,1,1,1
182,1,1,1
554,1,1,1
929,2,1,1
414,2,1,1
98,2,1,1
0,-1,0,0
748,-1,0,0
294,2,1,1
522,-1,0,0
489,-1,0,0
327,2,1,1
866,2,1,1
2,-1,0,0
602,-1,0,0
434,2,1,1
728,-1,0,0
539,-1,0,0
789,2,1,1
447,2,1,1
312,2,1,1
399,-1,0,0
361,-1,0,0
861,2,1,1
977,-1,0,0
733,-1,0,0
44,2,1,1
958,2,1,1
998,-1,0,0
290,-1,0,0
448,2,1,1
568,-1,0,0
272,-1,0,0
169,1,1,1
441,2,1,1
535,2,1,1
978,2,1,1
358,-1,0,0
9,-1,0,0
261,2,1,1
908,-1,0,0
122,-1,0,0
823,2,1,1
158,2,1,1
802,-1,0,0
270,-1,0,0
427,2,1,1
469,-1,0,0
257,-1,0,0
774,2,1,1
10,2,1,1
401,2,1,1
307,-1,0,0
87,-1,0,0
371,2,1,1
471,-1,0,0
950,-1,0,0
820,2,1,1
912,2,1,1
637,-1,0,0
970,-1,0,0
236,2,1,0
138,-1,0,0
801,1,1,1
41,1,1,1
548,2,1,1
624,2,1,1
566,2,1,1
114,-1,0,0
103,-1,0,0
20,2,1,1
822,-1,0,0
420,-1,0,0
459,2,1,1
708,2,1,1
521,-1,0,0
181,-1,0,0
452,2,1,1
508,-1,0,0
273,-1,0,0
730,2,1,1
835,2,1,1
79,2,1,1
813,-1,0,0
460,-1,0,0
825,2,1,1
397,-1,0,0
994,-1,0,0
402,2,1,1
277,2,1,1
601,-1,0,0
780,-1,0,0
797,2,1,0
709,-1,0,0
478,1,1,1
230,2,1,1
954,2,1,1
136,2,1,1
904,-1,0,0
972,-1,0,0
211,2,1,1
493,-1,0,0
865,-1,0,0
266,2,1,1
96,2,1,1
234,-1,0,0
666,-1,0,0
588,2,1,1
30,-1,0,0
242,-1,0,0
421,2,1,1
888,2,1,1
542,2,1,1
183,-1,0,0
386,-1,0,0
240,2,1,1
132,-1,0,0
251,-1,0,0
726,2,1,1
340,2,1,1
790,-1,0,0
485,-1,0,0
109,2,1,0
713,-1,0,0
116,1,1,1
313,1,1,1
674,1,1,1
517,1,1,1
616,2,1,1
42,2,1,1
152,2,1,1
863,-1,0,0
415,-1,0,0
957,2,1,1
687,-1,0,0
580,-1,0,0
891,2,1,1
264,2,1,1
989,-1,0,0
842,-1,0,0
383,2,1,1
742,-1,0,0
228,-1,0,0
121,2,1,1
316,2,1,1
3,2,1,1
761,-1,0,0
461,-1,0,0
509,2,1,1
308,-1,0,0
690,-1,0,0
56,2,1,1
416,2,1,1
376,-1,0,0
357,-1,0,0
648,2,1,1
288,-1,0,0
318,-1,0,0
250,1,1,1
175,2,1,1
923,2,1,1
107,2,1,1
894,-1,0,0
985,-1,0,0
232,2,1,1
101,-1,0,0
848,-1,0,0
252,2,1,1
705,2,1,1
320,-1,0,0
751,-1,0,0
743,2,1,1
207,-1,0,0
524,-1,0,0
665,2,1,1
552,2,1,1
127,2,1,1
786,-1,0,0
697,-1,0,0
280,2,1,1
33,-1,0,0
581,-1,0,0
707,2,1,1
575,2,1,1
868,-1,0,0
332,-1,0,0
873,2,1,0
77,-1,0,0
73,1,1,1
321,1,1,1
432,2,1,1
187,2,1,1
365,2,1,1
425,-1,0,0
792,-1,0,0
773,2,1,1
782,-1,0,0
887,-1,0,0
557,2,1,1
225,2,1,1
664,-1,0,0
900,-1,0,0
882,2,1,1
846,-1,0,0
558,-1,0,0
97,2,1,1
483,2,1,1
113,2,1,1
130,-1,0,0
869,-1,0,0
965,2,1,1
404,-1,0,0
382,-1,0,0
652,2,1,1
896,2,1,1
717,-1,0,0
193,-1,0,0
654,2,1,0
309,-1,0,0
474,1,1,1
787,2,1,1
120,2,1,1
718,2,1,1
449,-1,0,0
366,-1,0,0
505,2,1,1
650,-1,0,0
93,-1,0,0
794,2,1,1
937,2,1,1
875,-1,0,0
40,-1,0,0
176,2,1,1
496,-1,0,0
64,-1,0,0
325,2,1,1
791,2,1,1
255,2,1,1
946,-1,0,0
256,-1,0,0
243,2,1,1
675,-1,0,0
734,-1,0,0
212,2,1,1
741,2,1,1
151,-1,0,0
263,-1,0,0
372,2,1,0
519,-1,0,0
788,1,1,1
892,1,1,1
932,1,1,1
991,2,1,1
23,2,1,1
832,2,1,1
747,-1,0,0
636,-1,0,0
952,2,1,1
129,-1,0,0
686,-1,0,0
612,2,1,1
165,2,1,1
295,-1,0,0
550,-1,0,0
599,2,1,1
164,-1,0,0
391,-1,0,0
993,2,1,1
803,2,1,1
24,2,1,1
817,-1,0,0
691,-1,0,0
275,2,1,1
962,-1,0,0
659,-1,0,0
115,2,1,1
55,2,1,1
684,-1,0,0
413,-1,0,0
297,2,1,1
754,-1,0,0
999,-1,0,0
16,1,1,1
585,2,1,1
595,2,1,1
196,2,1,1
370,-1,0,0
886,-1,0,0
966,2,1,1
857,-1,0,0
301,-1,0,0
446,2,1,1
818,2,1,1
89,-1,0,0
315,-1,0,0
424,2,1,1
836,-1,0,0
360,-1,0,0
379,2,1,1
961,2,1,1
144,2,1,1
359,-1,0,0
343,-1,0,0
395,2,1,1
153,-1,0,0
800,-1,0,0
454,2,1,1
547,2,1,1
310,-1,0,0
50,-1,0,0
145,2,1,0
683,-1,0,0
765,1,1,1
247,1,1,1
719,2,1,1
531,2,1,1
49,2,1,1
468,-1,0,0
35,-1,0,0
133,2,1,1
627,-1,0,0
864,-1,0,0
963,2,1,1
776,2,1,1
721,-1,0,0
52,-1,0,0
377,2,1,1
523,-1,0,0
990,-1,0,0
306,2,1,1
322,2,1,1
110,2,1,1
935,-1,0,0
839,-1,0,0
597,2,1,1
437,-1,0,0
299,-1,0,0
178,2,1,1
895,2,1,1
959,-1,0,0
210,-1,0,0
137,2,1,0
692,-1,0,0
218,1,1,1
799,2,1,1
870,2,1,1
661,2,1,1
269,-1,0,0
968,-1,0,0
74,2,1,1
631,-1,0,0
608,-1,0,0
140,2,1,1
834,2,1,1
766,-1,0,0
150,-1,0,0
466,2,1,1
890,-1,0,0
611,-1,0,0
456,2,1,1
621,2,1,1
209,2,1,1
533,-1,0,0
198,-1,0,0
410,2,1,1
859,-1,0,0
879,-1,0,0
276,2,1,1
245,2,1,1
778,-1,0,0
58,-1,0,0
927,2,1,0
740,-1,0,0
